Line Number,Location path code,selection,source,word,menu,menu_ff,full_pattern,menu_pattern,button,menu_title,is_menu,menu_multiplicity,multiplicity,Training/ Spontaneous,Utterance: Single word or phrase,Type of Sign,is_match,match_type
6151,,WINTER,FINAL,Winter,,CARTOONS,KEB,KE,B,SEASONAL,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6152,,FALL,FINAL,Fall,,CARTOONS,KEC,KE,C,SEASONAL,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6153,,FALL,FINAL,Fall,,CARTOONS,KEC,KE,C,SEASONAL,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6154,,THANKSGIVING,FINAL,Thanksgiving,,CARTOONS,,,,,,,,,,,false,
6155,,THANKSGIVING,FINAL,Thanksgiving,,CARTOONS,,,,,,,,,,,false,
6156,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6157,,MEDICINE,FINAL,Medicine,,TREATS,LF,L,F,TREATS,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6158,,MEDICINE,FINAL,Medicine,,TREATS,LF,L,F,TREATS,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6159,,MANGO,FINAL,Mango,,TREATS,LE,L,E,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6160,,MANGO,FINAL,Mango,,TREATS,LE,L,E,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6161,,MANGO,FINAL,Mango,,TREATS,LE,L,E,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6162,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6163,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6164,,NUTS,FINAL,Nuts,,TREATS,LC,L,C,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6165,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6166,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6167,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6168,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6169,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6170,,NUTS,FINAL,Nuts,,TREATS,LC,L,C,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6171,,FEELING,MENU,,FEELING,FEELING,E,"",E,MAIN MENU,true,1,1,Trained - Repeated,Single Word,Abstract Sign,true,UNIQUE_MATCH
6172,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6173,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6174,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6175,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6176,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6177,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6178,,MAD,FINAL,Mad,,FEELING,EF,E,F,FEELING,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6179,,MAD,FINAL,Mad,,FEELING,EF,E,F,FEELING,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6180,,MAD,FINAL,Mad,,FEELING,EF,E,F,FEELING,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6181,,MAD,FINAL,Mad,,FEELING,EF,E,F,FEELING,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6182,,MAD,FINAL,Mad,,FEELING,EF,E,F,FEELING,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6183,,MAD,FINAL,Mad,,FEELING,EF,E,F,FEELING,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6184,,MAD,FINAL,Mad,,FEELING,EF,E,F,FEELING,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6185,,MAD,FINAL,Mad,,FEELING,EF,E,F,FEELING,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6186,,MAD,FINAL,Mad,,FEELING,EF,E,F,FEELING,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6187,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6188,,FEELING,MENU,,FEELING,FEELING,E,"",E,MAIN MENU,true,1,1,Trained - Repeated,Single Word,Abstract Sign,true,UNIQUE_MATCH
6189,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6190,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6191,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6192,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6193,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6194,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6195,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6196,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6197,,EWW,FINAL,Eww,,FEELING,EJ,E,J,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6198,,CARTOONS,MENU,,CARTOONS,CARTOONS,K,"",K,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6199,,SISTER,FINAL,Sister,,CARTOONS,,,,,,,,,,,false,
6200,,SISTER,FINAL,Sister,,CARTOONS,,,,,,,,,,,false,
6201,,TILLIE,FINAL,Tillie,,CARTOONS,,,,,,,,,,,false,
6202,,ISABELLE,FINAL,Isabelle,,CARTOONS,,,,,,,,,,,false,
6203,,ELLIE,FINAL,Ellie,,CARTOONS,,,,,,,,,,,false,
6204,,ISABELLE,FINAL,Isabelle,,CARTOONS,,,,,,,,,,,false,
6205,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,,,,,,,,,,,false,
6207,,FEELING,MENU,,FEELING,FEELING,E,"",E,MAIN MENU,true,1,1,Trained - Repeated,Single Word,Abstract Sign,true,UNIQUE_MATCH
6208,,NO LIKE,FINAL,No like,,FEELING,EI,E,I,FEELING,false,,1,Trained,Phrase,Abstract Sign,true,UNIQUE_MATCH
6210,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE,C,"",C,MAIN MENU,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6212,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,,,,,,,,,,,false,
6214,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,,,,,,,,,,,false,
6215,,TEMP AND WEATHER,MENU,,TEMP AND WEATHER,TEMP AND WEATHER,AB,A,B,TALK ABOUT,true,1,1,Trained - Repeated,Phrase,Photo,true,UNIQUE_MATCH
6216,,HOT,MENU,,HOT,HOT,ABC,AB,C,TEMP AND WEATHER,true,1,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6217,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6218,,HOT WIND BLOW DRYER,FINAL,Hot wind blow dryer,,HOT,ABCG,ABC,G,HOT,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6219,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6220,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6221,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6222,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6224,,TO PLAY,MENU,,TO PLAY,TO PLAY,D,"",D,MAIN MENU,true,1,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6225,,SNUGGLE,FINAL,Snuggle,,TO PLAY,DB,D,B,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6226,,SNUGGLE,FINAL,Snuggle,,TO PLAY,DB,D,B,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6227,,BOOK,MENU,,BOOK,BOOK,DC,D,C,TO PLAY,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6228,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK,DCB,DC,B,BOOK,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6229,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK,DCB,DC,B,BOOK,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6230,,THEME,MENU,,THEME,THEME,DCG,DC,G,BOOK,true,1,1,Generalized,Single Word,Drawing,true,UNIQUE_MATCH
6231,,ANIMALS,MENU,,ANIMALS,ANIMALS,AD,A,D,TALK ABOUT,true,1,1,Trained - Repeated,Single Word,Drawing,true,UNIQUE_MATCH
6232,,JUNGLE ANIMALS,FINAL,Jungle animals,,ANIMALS,,,,,,,,,,,false,
6233,,NO LIKE,FINAL,No like,,ANIMALS,EI,E,I,FEELING,false,,1,Trained,Phrase,Abstract Sign,true,UNIQUE_MATCH
6234,,HAPPY,FINAL,Happy,,ANIMALS,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6236,,NO LIKE,FINAL,No like,,ANIMALS,EI,E,I,FEELING,false,,1,Trained,Phrase,Abstract Sign,true,UNIQUE_MATCH
6239,,BALLOON POP,FINAL,Balloon pop,,ANIMALS,FD,F,D,GAMES,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6240,,NUMBER MATCH,FINAL,Number match,,ANIMALS,FG,F,G,GAMES,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6241,,NUMBER MATCH,FINAL,Number match,,ANIMALS,FG,F,G,GAMES,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6242,,NUMBER MATCH,FINAL,Number match,,ANIMALS,FG,F,G,GAMES,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6244,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,,,,,,,,,,,false,
6246,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,,,,,,,,,,,false,
6247,,MATH,FINAL,Math,,TALK ABOUT,AG,A,G,TALK ABOUT,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6249,,MATH,FINAL,Math,,TALK ABOUT,AG,A,G,TALK ABOUT,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6250,,MATH,FINAL,Math,,TALK ABOUT,AG,A,G,TALK ABOUT,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6251,,TYPING,MENU,,TYPING,TYPING,,,,,,,,,,,false,
6253,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,,,,,,,,,,,false,
6255,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,,,,,,,,,,,false,
6256,,TEMP AND WEATHER,MENU,,TEMP AND WEATHER,TEMP AND WEATHER,AB,A,B,TALK ABOUT,true,1,1,Trained - Repeated,Phrase,Photo,true,UNIQUE_MATCH
6257,,HOT,MENU,,HOT,HOT,ABC,AB,C,TEMP AND WEATHER,true,1,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6258,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6259,,HOT,MENU,,HOT,HOT,ABC,AB,C,TEMP AND WEATHER,true,1,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6260,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6261,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6262,,HOT,MENU,,HOT,HOT,ABC,AB,C,TEMP AND WEATHER,true,1,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6263,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6264,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6265,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6266,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6267,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6268,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6269,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6270,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6271,,I WANT TO FEEL HOT,FINAL,I want to feel hot,,HOT,ABCD,ABC,D,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6272,,HOT,MENU,,HOT,HOT,ABC,AB,C,TEMP AND WEATHER,true,1,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6273,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6274,,I FEEL HOT,FINAL,I feel hot,,HOT,ABCB,ABC,B,HOT,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6277,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,,,,,,,,,,,false,
6279,,TO PLAY,MENU,,TO PLAY,TO PLAY,D,"",D,MAIN MENU,true,1,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6280,,WRITING,FINAL,Writing,,TO PLAY,DE,D,E,TO PLAY,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6281,,WRITING,FINAL,Writing,,TO PLAY,DE,D,E,TO PLAY,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6282,,TRACING,FINAL,Tracing,,TO PLAY,,,,,,,,,,,false,
6283,,SNUGGLE,FINAL,Snuggle,,TO PLAY,DB,D,B,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6284,,CARDS,FINAL,Cards,,TO PLAY,DJ,D,J,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6285,,BOOK,MENU,,BOOK,BOOK,DC,D,C,TO PLAY,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6286,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK,DCB,DC,B,BOOK,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6287,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK,DCB,DC,B,BOOK,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6288,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK,DCB,DC,B,BOOK,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6289,,POP UP,FINAL,Pop Up,,BOOK,DCD,DC,D,BOOK,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6293,,CARTOONS,MENU,,CARTOONS,CARTOONS,K,"",K,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6294,,SEASONAL,MENU,,SEASONAL,SEASONAL,,,,,,,,,,,false,
6295,,WINTER,FINAL,Winter,,SEASONAL,KEB,KE,B,SEASONAL,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6296,,CARTOONS,MENU,,CARTOONS,CARTOONS,K,"",K,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6297,,SEASONAL,MENU,,SEASONAL,SEASONAL,,,,,,,,,,,false,
6298,,WINTER,FINAL,Winter,,SEASONAL,KEB,KE,B,SEASONAL,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6302,,CARTOONS,MENU,,CARTOONS,CARTOONS,K,"",K,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6303,,THEMES,MENU,,THEMES,THEMES,KF,K,F,CARTOONS,true,1,1,Generalized,Single Word,Drawing,true,UNIQUE_MATCH
6304,,MUSIC,MENU,,MUSIC,MUSIC,J,"",J,MAIN MENU,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6305,,OLDIES,FINAL,Oldies,,MUSIC,JF,J,F,MUSIC,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6306,,OLDIES,FINAL,Oldies,,MUSIC,JF,J,F,MUSIC,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6307,,OLDIES,FINAL,Oldies,,MUSIC,JF,J,F,MUSIC,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6308,,OLDIES,FINAL,Oldies,,MUSIC,JF,J,F,MUSIC,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6309,,FEELING,MENU,,FEELING,FEELING,E,"",E,MAIN MENU,true,1,1,Trained - Repeated,Single Word,Abstract Sign,true,UNIQUE_MATCH
6310,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6311,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6312,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6313,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6314,,EWW,FINAL,Eww,,FEELING,EJ,E,J,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6315,,EWW,FINAL,Eww,,FEELING,EJ,E,J,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6316,,CARTOONS,MENU,,CARTOONS,CARTOONS,K,"",K,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6317,,FEELING,MENU,,FEELING,FEELING,E,"",E,MAIN MENU,true,1,1,Trained - Repeated,Single Word,Abstract Sign,true,UNIQUE_MATCH
6318,,TO PLAY,MENU,,TO PLAY,TO PLAY,D,"",D,MAIN MENU,true,1,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6319,,LOOK AT ART,MENU,,LOOK AT ART,LOOK AT ART,,,,,,,,,,,false,
6322,,WARM,MENU,,WARM,WARM,ABD,AB,D,TEMP AND WEATHER,true,1,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6323,,RAIN,FINAL,Rain,,WARM,ABI,AB,I,TEMP AND WEATHER,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6324,,RAIN,FINAL,Rain,,WARM,ABI,AB,I,TEMP AND WEATHER,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6325,,RAIN,FINAL,Rain,,WARM,ABI,AB,I,TEMP AND WEATHER,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6326,,DAY/SUN,FINAL,Day/sun,,WARM,,,,,,,,,,,false,
6327,,RAIN,FINAL,Rain,,WARM,ABI,AB,I,TEMP AND WEATHER,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6328,,RAIN,FINAL,Rain,,WARM,ABI,AB,I,TEMP AND WEATHER,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
6330,,SAY HELLO TO,MENU,,SAY HELLO TO,SAY HELLO TO,B,"",B,MAIN MENU,true,1,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6331,,MOM,FINAL,Mom,,SAY HELLO TO,,,,,,,,,,,false,
6332,,MOM,FINAL,Mom,,SAY HELLO TO,,,,,,,,,,,false,
6334,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,,,,,,,,,,,false,
6335,,FANTASY,MENU,,FANTASY,FANTASY,,,,,,,,,,,false,
6336,,DRAGON,FINAL,Dragon,,FANTASY,ACB,AC,B,FANTASY,false,,1,Trained - Repeated,Single Word,Drawing,true,UNIQUE_MATCH
6337,,FAIRY,FINAL,Fairy,,FANTASY,ACE,AC,E,FANTASY,false,,1,Trained - Repeated,Single Word,Drawing,true,UNIQUE_MATCH
6338,,DRAGON,FINAL,Dragon,,FANTASY,ACB,AC,B,FANTASY,false,,1,Trained - Repeated,Single Word,Drawing,true,UNIQUE_MATCH
6339,,FAIRY,FINAL,Fairy,,FANTASY,ACE,AC,E,FANTASY,false,,1,Trained - Repeated,Single Word,Drawing,true,UNIQUE_MATCH
6340,,GAMES,FINAL,Games,,FANTASY,DI,D,I,TO PLAY,false,,1,Trained - Repeated,Single Word,Drawing,true,UNIQUE_MATCH
6341,,GAMES,FINAL,Games,,FANTASY,DI,D,I,TO PLAY,false,,1,Trained - Repeated,Single Word,Drawing,true,UNIQUE_MATCH
6342,,CARDS,FINAL,Cards,,FANTASY,DJ,D,J,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6343,,BOOK,MENU,,BOOK,BOOK,DC,D,C,TO PLAY,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6344,,READING BOOK,MENU,,READING BOOK,READING BOOK,DCE,DC,E,BOOK,true,1,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6349,,TO PLAY,MENU,,TO PLAY,TO PLAY,D,"",D,MAIN MENU,true,1,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
6350,,SNUGGLE,FINAL,Snuggle,,TO PLAY,DB,D,B,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6351,,SNUGGLE,FINAL,Snuggle,,TO PLAY,DB,D,B,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6352,,SNUGGLE,FINAL,Snuggle,,TO PLAY,DB,D,B,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6353,,SNUGGLE,FINAL,Snuggle,,TO PLAY,DB,D,B,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6354,,SNUGGLE,FINAL,Snuggle,,TO PLAY,DB,D,B,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6355,,SNUGGLE,FINAL,Snuggle,,TO PLAY,DB,D,B,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6356,,SNUGGLE,FINAL,Snuggle,,TO PLAY,DB,D,B,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6357,,BOOK,MENU,,BOOK,BOOK,DC,D,C,TO PLAY,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
6358,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK,DCB,DC,B,BOOK,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6359,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK,DCB,DC,B,BOOK,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6360,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK,DCB,DC,B,BOOK,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
6362,,ANIMALS,MENU,,ANIMALS,ANIMALS,AD,A,D,TALK ABOUT,true,1,1,Trained - Repeated,Single Word,Drawing,true,UNIQUE_MATCH
6363,,JUNGLE ANIMALS,FINAL,Jungle animals,,ANIMALS,,,,,,,,,,,false,
6364,,MOM,FINAL,Mom,,ANIMALS,,,,,,,,,,,false,
6365,,ISABELLE,FINAL,Isabelle,,ANIMALS,,,,,,,,,,,false,
6366,,TOUCH,FINAL,Touch,,ANIMALS,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6368,,MOM,FINAL,Mom,,ANIMALS,,,,,,,,,,,false,
6369,,TILLIE,FINAL,Tillie,,ANIMALS,,,,,,,,,,,false,
6370,,TILLIE,FINAL,Tillie,,ANIMALS,,,,,,,,,,,false,
6371,,TILLIE,FINAL,Tillie,,ANIMALS,,,,,,,,,,,false,
6372,,MOM,FINAL,Mom,,ANIMALS,,,,,,,,,,,false,
6373,,SEE,FINAL,See,,ANIMALS,CE,C,E,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6374,,TOUCH,FINAL,Touch,,ANIMALS,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6375,,TOUCH,FINAL,Touch,,ANIMALS,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6376,,ISABELLE,FINAL,Isabelle,,ANIMALS,,,,,,,,,,,false,
6377,,ISABELLE,FINAL,Isabelle,,ANIMALS,,,,,,,,,,,false,
6378,,ISABELLE,FINAL,Isabelle,,ANIMALS,,,,,,,,,,,false,
6379,,TOUCH,FINAL,Touch,,ANIMALS,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6380,,TOUCH,FINAL,Touch,,ANIMALS,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
6381,,MOM,FINAL,Mom,,ANIMALS,,,,,,,,,,,false,
