row_number,selection,source,word,menu,menu_ff
3144,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3145,PUZZLE,FINAL,Puzzle,,Treats
3146,PUZZLE,FINAL,Puzzle,,Treats
3147,TO PLAY,MENU,,To play,To play
3148,CRAFTS,FINAL,Crafts,,To play
3149,CRAFTS,FINAL,Crafts,,To play
3150,CRAFTS,FINAL,Crafts,,To play
3151,TOYS,FINAL,Toys,,To play
3152,FEELING,MENU,,Feeling,Feeling
3153,HAPPY,FINAL,Happy,,Feeling
3154,EWW,FINAL,Eww,,Feeling
3155,SAD,FINAL,Sad,,Feeling
3156,AFRAID,FINAL,Afraid,,Feeling
3157,HAPPY,FINAL,Happy,,Feeling
3158,AFRAID,FINAL,Afraid,,Feeling
3159,HAPPY,FINAL,Happy,,Feeling
3160,HAPPY,FINAL,Happy,,Feeling
3161,HAPPY,FINAL,Happy,,Feeling
3162,HAPPY,FINAL,Happy,,Feeling
3163,HAPPY,FINAL,Happy,,Feeling
3164,HAPPY,FINAL,Happy,,Feeling
3165,FEELING,MENU,,Feeling,Feeling
3166,HAPPY,FINAL,Happy,,Feeling
3167,NO LIKE,FINAL,No like,,Feeling
3168,HAPPY,FINAL,Happy,,Feeling
3169,HAPPY,FINAL,Happy,,Feeling
3170,FEELING,MENU,,Feeling,Feeling
3171,TALK ABOUT,MENU,,Talk about,Talk about
3172,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
3173,TALK ABOUT,MENU,,Talk about,Talk about
3174,FEELING,MENU,,Feeling,Feeling
3175,EXPERIENCE,MENU,,Experience,Experience
3176,TOUCH,FINAL,Touch,,Experience
3177,TOUCH,FINAL,Touch,,Experience
3178,TOUCH,FINAL,Touch,,Experience
3179,MOM,FINAL,Mom,,Experience
3180,MOM,FINAL,Mom,,Experience
3181,TOUCH,FINAL,Touch,,Experience
3182,TOUCH,FINAL,Touch,,Experience
3183,TOUCH,FINAL,Touch,,Experience
3184,ELLIE,FINAL,Ellie,,Experience
3185,ELLIE,FINAL,Ellie,,Experience
3186,MOM,FINAL,Mom,,Experience
3187,TOUCH,FINAL,Touch,,Experience
3188,TOUCH,FINAL,Touch,,Experience
3189,TOUCH,FINAL,Touch,,Experience
3190,TO PLAY,MENU,,To play,To play
3191,WRITING,FINAL,Writing,,To play
3192,WRITING,FINAL,Writing,,To play
3193,ISABELLE'S HOUSE,FINAL,Isabelle's house,,To play
3194,ISABELLE'S HOUSE,FINAL,Isabelle's house,,To play
3195,EXPERIENCE,MENU,,Experience,Experience
3196,SAY HELLO TO,MENU,,Say Hello To,Say Hello To
3197,CAR RIDE,FINAL,Car ride,,Say Hello To
3198,OUTSIDE WALK,FINAL,Outside walk,,Say Hello To
3199,SAY HELLO TO,MENU,,Say hello to,Say hello to
3200,CAR RIDE,FINAL,Car ride,,Say hello to
3201,CAR RIDE,FINAL,Car ride,,Say hello to
3202,CAR RIDE,FINAL,Car ride,,Say hello to
3203,TALK ABOUT,MENU,,Talk about,Talk about
3204,PLACES,MENU,,Places,Places
3205,SOFA BASKET,FINAL,Sofa basket,,Places
3206,ISABELLE'S HOUSE,FINAL,Isabelle's house,,Places
3207,ISABELLE'S HOUSE,FINAL,Isabelle's house,,Places
3208,ISABELLE'S HOUSE,FINAL,Isabelle's house,,Places
3209,ISABELLE'S HOUSE,FINAL,Isabelle's house,,Places
3210,FEELINGS,MENU,,Feelings,Feelings
3211,YUM,FINAL,Yum,,Feelings
3212,YUM,FINAL,Yum,,Feelings
3213,EXCITED,FINAL,Excited,,Feelings
3214,HAPPY,FINAL,Happy,,Feelings
3215,HAPPY,FINAL,Happy,,Feelings
3216,HAPPY,FINAL,Happy,,Feelings
3217,FEELING,MENU,,Feeling,Feeling
3218,HAPPY,FINAL,Happy,,Feeling
3219,HAPPY,FINAL,Happy,,Feeling
3220,HAPPY,FINAL,Happy,,Feeling
3221,HAPPY,FINAL,Happy,,Feeling
3222,HAPPY,FINAL,Happy,,Feeling
3223,FEELING,MENU,,Feeling,Feeling
3224,AFRAID,FINAL,Afraid,,Feeling
3225,EXCITED,FINAL,Excited,,Feeling
3226,HAPPY,FINAL,Happy,,Feeling
3227,HAPPY,FINAL,Happy,,Feeling
3228,TO PLAY,MENU,,To play,To play
3229,WRITING,FINAL,Writing,,To play
3230,SNUGGLE,FINAL,Snuggle,,To play
3231,FEELING,MENU,,Feeling,Feeling
3232,SAD,FINAL,Sad,,Feeling
3233,HAPPY,FINAL,Happy,,Feeling
3234,FEELING,MENU,,Feeling,Feeling
3235,TREATS,MENU,,Treats,Treats
3236,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3237,SEED BALL,FINAL,Seed ball,,Treats
3238,NUTS,FINAL,Nuts,,Treats
3239,THEMES,MENU,,Themes,Themes
3240,MUSIC,FINAL,Music,,Themes
3241,OLDIES,FINAL,Oldies,,Themes
3242,OLDIES,FINAL,Oldies,,Themes
3243,FEELING,MENU,,Feeling,Feeling
3244,HAPPY,FINAL,Happy,,Feeling
3245,HAPPY,FINAL,Happy,,Feeling
3246,HAPPY,FINAL,Happy,,Feeling
3247,NO LIKE,FINAL,No like,,Feeling
3248,HAPPY,FINAL,Happy,,Feeling
3249,HAPPY,FINAL,Happy,,Feeling
3250,HAPPY,FINAL,Happy,,Feeling
3251,EXCITED,FINAL,Excited,,Feeling
3252,HAPPY,FINAL,Happy,,Feeling
3253,HAPPY,FINAL,Happy,,Feeling
3254,EXCITED,FINAL,Excited,,Feeling
3255,MUSIC,MENU,,Music,Music
3256,PIANO,FINAL,Piano,,Music
3257,EXPERIENCE,MENU,,Experience,Experience
3258,EXPERIENCE,MENU,,Experience,Experience
3259,TO PLAY,MENU,,To play,To play
3260,CARDS,FINAL,Cards,,To play
3261,BOOK,MENU,,Book,Book
3262,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3263,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3264,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3265,POP UP,FINAL,Pop Up,,Book
3266,POP UP,FINAL,Pop Up,,Book
3267,BOOK,MENU,,Book,Book
3268,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3269,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3270,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3271,PLACES,MENU,,Places,Places
3272,ISABELLE'S HOUSE,FINAL,Isabelle's house,,Places
3273,SOFA BASKET,FINAL,Sofa basket,,Places
3274,TO PLAY,MENU,,To play,To play
3275,BOOK,MENU,,Book,Book
3276,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3277,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3278,EXPERIENCE,MENU,,Experience,Experience
3279,MOM,FINAL,Mom,,Experience
3280,MOM,FINAL,Mom,,Experience
3281,MOM,FINAL,Mom,,Experience
3282,MOM,FINAL,Mom,,Experience
3283,MOM,FINAL,Mom,,Experience
3284,MOM,FINAL,Mom,,Experience
3285,TOUCH,FINAL,Touch,,Experience
3286,TOUCH,FINAL,Touch,,Experience
3287,TOUCH,FINAL,Touch,,Experience
3288,MOM,FINAL,Mom,,Experience
3289,MOM,FINAL,Mom,,Experience
3290,TOUCH,FINAL,Touch,,Experience
3291,EXPERIENCE,MENU,,Experience,Experience
3292,TOUCH,FINAL,Touch,,Experience
3293,TOUCH,FINAL,Touch,,Experience
3294,TOUCH,FINAL,Touch,,Experience
3295,TOUCH,FINAL,Touch,,Experience
3296,MOM,FINAL,Mom,,Experience
3297,MOM,FINAL,Mom,,Experience
3298,TOUCH,FINAL,Touch,,Experience
3299,TOUCH,FINAL,Touch,,Experience
3300,TOUCH,FINAL,Touch,,Experience
3301,TOUCH,FINAL,Touch,,Experience
3302,TOUCH,FINAL,Touch,,Experience
3303,SMELL,FINAL,Smell,,Experience
3304,SMELL,FINAL,Smell,,Experience
3305,TASTE,FINAL,Taste,,Experience
3306,READ,FINAL,Read,,Experience
3307,TASTE,FINAL,Taste,,Experience
3308,TASTE,FINAL,Taste,,Experience
3309,SEE,FINAL,See,,Experience
3310,FALL,FINAL,Fall,,Experience
3311,FALL,FINAL,Fall,,Experience
3312,TREATS,MENU,,Treats,Treats
3313,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3314,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3315,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3316,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3317,SEASONAL,MENU,,Seasonal,Seasonal
3318,SUMMER,FINAL,Summer,,Seasonal
3319,SUMMER,FINAL,Summer,,Seasonal
3320,SUMMER,FINAL,Summer,,Seasonal
3321,SPRING,FINAL,Spring,,Seasonal
3322,FALL,FINAL,Fall,,Seasonal
3323,WINTER,FINAL,Winter,,Seasonal
3324,SPRING,FINAL,Spring,,Seasonal
3325,FALL,FINAL,Fall,,Seasonal
3326,SPRING,FINAL,Spring,,Seasonal
3327,SAY HELLO TO,MENU,,Say hello to,Say hello to
3328,CORI,FINAL,Cori,,Say hello to
3329,CORI,FINAL,Cori,,Say hello to
3330,CORI,FINAL,Cori,,Say hello to
3331,TALK ABOUT,MENU,,Talk about,Talk about
3332,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
3333,HOT,MENU,,Hot,Hot
3334,I FEEL HOT,FINAL,I feel hot,,Hot
3335,I FEEL HOT,FINAL,I feel hot,,Hot
3336,COOL,MENU,,Cool,Cool
3337,COOL INSIDE,FINAL,Cool inside,,Cool
3338,COOL INSIDE,FINAL,Cool inside,,Cool
3339,FEELING,MENU,,Feeling,Feeling
3340,YUM,FINAL,Yum,,Feeling
3341,HAPPY,FINAL,Happy,,Feeling
3342,HAPPY,FINAL,Happy,,Feeling
3343,EXPERIENCE,MENU,,Experience,Experience
3344,TOUCH,FINAL,Touch,,Experience
3345,MOM,FINAL,Mom,,Experience
3346,TOUCH,FINAL,Touch,,Experience
3347,TOUCH,FINAL,Touch,,Experience
3348,TASTE,FINAL,Taste,,Experience
3349,MOM,FINAL,Mom,,Experience
3350,MOM,FINAL,Mom,,Experience
3351,MOM,FINAL,Mom,,Experience
3352,MOM,FINAL,Mom,,Experience
3353,TOUCH,FINAL,Touch,,Experience
3354,TOUCH,FINAL,Touch,,Experience
3355,TOUCH,FINAL,Touch,,Experience
3356,ISABELLE,FINAL,Isabelle,,Experience
3357,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Experience
3358,TO PLAY,MENU,,To play,To play
3359,BOOK,MENU,,Book,Book
3360,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3361,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3362,ANIMALS,MENU,,Animals,Animals
3363,FEELING,MENU,,Feeling,Feeling
3364,HAPPY,FINAL,Happy,,Feeling
3365,EXPERIENCE,MENU,,Experience,Experience
3366,TOUCH,FINAL,Touch,,Experience
3367,MOM,FINAL,Mom,,Experience
3368,MOM,FINAL,Mom,,Experience
3369,TOUCH,FINAL,Touch,,Experience
3370,TO PLAY,MENU,,To play,To play
3371,WRITING,FINAL,Writing,,To play
3372,TREATS,MENU,,Treats,Treats
3373,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3374,EXPERIENCE,MENU,,Experience,Experience
3375,TASTE,FINAL,Taste,,Experience
3376,TASTE,FINAL,Taste,,Experience
3377,READ,FINAL,Read,,Experience
3378,TASTE,FINAL,Taste,,Experience
3379,TASTE,FINAL,Taste,,Experience
3380,READ,FINAL,Read,,Experience
3381,READ,FINAL,Read,,Experience
3382,FEELING,MENU,,Feeling,Feeling
3383,HAPPY,FINAL,Happy,,Feeling
3384,EXCITED,FINAL,Excited,,Feeling
3385,EXCITED,FINAL,Excited,,Feeling
3386,FEELING,MENU,,Feeling,Feeling
3387,EXCITED,FINAL,Excited,,Feeling
3388,HAPPY,FINAL,Happy,,Feeling
3389,HAPPY,FINAL,Happy,,Feeling
3390,HAPPY,FINAL,Happy,,Feeling
3391,EXPERIENCE,MENU,,Experience,Experience
3392,TOUCH,FINAL,Touch,,Experience
3393,TOUCH,FINAL,Touch,,Experience
3394,TOUCH,FINAL,Touch,,Experience
3395,MOM,FINAL,Mom,,Experience
3396,TILLIE,FINAL,Tillie,,Experience
3397,MOM,FINAL,Mom,,Experience
3398,MOM,FINAL,Mom,,Experience
3399,ISABELLE,FINAL,Isabelle,,Experience
3400,MOM,FINAL,Mom,,Experience
3401,MOM,FINAL,Mom,,Experience
3402,MOM,FINAL,Mom,,Experience
3403,MOM,FINAL,Mom,,Experience
3404,ISABELLE,FINAL,Isabelle,,Experience
3405,ISABELLE,FINAL,Isabelle,,Experience
3406,TOUCH,FINAL,Touch,,Experience
3407,TOUCH,FINAL,Touch,,Experience
3408,EXPERIENCE,MENU,,Experience,Experience
3409,MOM,FINAL,Mom,,Experience
3410,MOM,FINAL,Mom,,Experience
3411,MOM,FINAL,Mom,,Experience
3412,MOM,FINAL,Mom,,Experience
3413,MOM,FINAL,Mom,,Experience
3414,MOM,FINAL,Mom,,Experience
3415,MOM,FINAL,Mom,,Experience
3416,MOM,FINAL,Mom,,Experience
3417,TOUCH,FINAL,Touch,,Experience
3418,TOUCH,FINAL,Touch,,Experience
3419,TOUCH,FINAL,Touch,,Experience
3420,MOM,FINAL,Mom,,Experience
3421,MOM,FINAL,Mom,,Experience
3422,MOM,FINAL,Mom,,Experience
3423,MOM,FINAL,Mom,,Experience
3424,MOM,FINAL,Mom,,Experience
3425,FANTASY,MENU,,Fantasy,Fantasy
3426,DRAGON,FINAL,Dragon,,Fantasy
3427,DRAGON,FINAL,Dragon,,Fantasy
3428,SEASONAL,MENU,,Seasonal,Seasonal
3429,SUMMER,FINAL,Summer,,Seasonal
3430,SUMMER,FINAL,Summer,,Seasonal
3431,SUMMER,FINAL,Summer,,Seasonal
3432,EXPERIENCE,MENU,,Experience,Experience
3433,TOUCH,FINAL,Touch,,Experience
3434,MOM,FINAL,Mom,,Experience
3435,MOM,FINAL,Mom,,Experience
3436,MOM,FINAL,Mom,,Experience
3437,MOM,FINAL,Mom,,Experience
3438,MOM,FINAL,Mom,,Experience
3439,EXPERIENCE,MENU,,Experience,Experience
3440,TOUCH,FINAL,Touch,,Experience
3441,HEAR,FINAL,Hear,,Experience
3442,TASTE,FINAL,Taste,,Experience
3443,SEE,FINAL,See,,Experience
3444,TOUCH,FINAL,Touch,,Experience
3445,TOUCH,FINAL,Touch,,Experience
3446,ISABELLE,FINAL,Isabelle,,Experience
3447,ISABELLE,FINAL,Isabelle,,Experience
3448,MOM,FINAL,Mom,,Experience
3449,ISABELLE,FINAL,Isabelle,,Experience
3450,SNUGGLE,FINAL,Snuggle,,Experience
3451,TO PLAY,MENU,,To play,To play
3452,WRITING,FINAL,Writing,,To play
3453,BOOK,MENU,,Book,Book
3454,WRITING,FINAL,Writing,,Book
3455,WRITING,FINAL,Writing,,Book
3456,EXPERIENCE,MENU,,Experience,Experience
3457,TOUCH,FINAL,Touch,,Experience
3458,TOUCH,FINAL,Touch,,Experience
3459,SAY HELLO TO,MENU,,Say hello to,Say hello to
3460,TALK ABOUT,MENU,,Talk about,Talk about
3461,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
3462,HOT,MENU,,Hot,Hot
3463,I FEEL HOT,FINAL,I feel hot,,Hot
3464,HOT,MENU,,Hot,Hot
3465,I FEEL HOT,FINAL,I feel hot,,Hot
3466,I FEEL HOT,FINAL,I feel hot,,Hot
3467,I FEEL HOT,FINAL,I feel hot,,Hot
3468,HOT,MENU,,Hot,Hot
3469,I FEEL HOT,FINAL,I feel hot,,Hot
3470,I FEEL HOT,FINAL,I feel hot,,Hot
3471,I FEEL HOT,FINAL,I feel hot,,Hot
3472,I FEEL HOT,FINAL,I feel hot,,Hot
3473,I FEEL HOT,FINAL,I feel hot,,Hot
3474,I FEEL HOT,FINAL,I feel hot,,Hot
3475,I FEEL HOT,FINAL,I feel hot,,Hot
3476,I FEEL HOT,FINAL,I feel hot,,Hot
3477,I FEEL HOT,FINAL,I feel hot,,Hot
3478,I FEEL HOT,FINAL,I feel hot,,Hot
3479,I FEEL HOT,FINAL,I feel hot,,Hot
3480,I FEEL HOT,FINAL,I feel hot,,Hot
3481,I FEEL HOT,FINAL,I feel hot,,Hot
3482,I FEEL HOT,FINAL,I feel hot,,Hot
3483,HOT,MENU,,Hot,Hot
3484,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
3485,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
3486,I FEEL HOT,FINAL,I feel hot,,Hot
3487,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
3488,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
3489,EXPERIENCE,MENU,,Experience,Experience
3490,MOM,FINAL,Mom,,Experience
3491,TOUCH,FINAL,Touch,,Experience
3492,EXPERIENCE,MENU,,Experience,Experience
3493,EXPERIENCE,MENU,,Experience,Experience
3494,TO PLAY,MENU,,To play,To play
3495,BOOK,MENU,,Book,Book
3496,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3497,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3498,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3499,ANIMALS,MENU,,Animals,Animals
3500,WRITING,FINAL,Writing,,Animals
3501,WRITING,FINAL,Writing,,Animals
3502,TO EAT,MENU,,To eat,To eat
3503,EGGS,FINAL,Eggs,,To eat
3504,COOK BREAKFAST,FINAL,Cook breakfast,,To eat
3505,A TOAST,FINAL,A toast,,To eat
3506,COOK BREAKFAST,FINAL,Cook breakfast,,To eat
3507,A PANCAKE,FINAL,A pancake,,To eat
3508,TALK ABOUT,MENU,,Talk about,Talk about
3509,TALK ABOUT,MENU,,Talk about,Talk about
3510,TO DRINK,MENU,,To drink,To drink
3511,WATER,FINAL,Water,,To drink
3512,WATER,FINAL,Water,,To drink
3513,JUICE,FINAL,Juice,,To drink
3514,COOK BREAKFAST,FINAL,Cook breakfast,,To drink
3515,A PANCAKE,FINAL,A pancake,,To drink
3516,A PANCAKE,FINAL,A pancake,,To drink
3517,A PANCAKE,FINAL,A pancake,,To drink
3518,A PANCAKE,FINAL,A pancake,,To drink
3519,EXPERIENCE,MENU,,Experience,Experience
3520,TOUCH,FINAL,Touch,,Experience
3521,ISABELLE,FINAL,Isabelle,,Experience
3522,MUSIC,MENU,,Music,Music
3523,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
3524,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
3525,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
3526,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
3527,CARTOONS,MENU,,Cartoons,Cartoons
3528,LITTLE KINGDOM,FINAL,Little Kingdom,,Cartoons
3529,SEASONAL,MENU,,Seasonal,Seasonal
3530,FALL,FINAL,Fall,,Seasonal
3531,FALL,FINAL,Fall,,Seasonal
3532,FALL,FINAL,Fall,,Seasonal
3533,FALL,FINAL,Fall,,Seasonal
3534,FEELING,MENU,,Feeling,Feeling
3535,AFRAID,FINAL,Afraid,,Feeling
3536,AFRAID,FINAL,Afraid,,Feeling
3537,HAPPY,FINAL,Happy,,Feeling
3538,TO PLAY,MENU,,To play,To play
3539,BOOK,MENU,,Book,Book
3540,POP UP,FINAL,Pop Up,,Book
3541,READING BOOK,MENU,,Reading book,Reading book
3542,SENTENCE BOOK,FINAL,Sentence book,,Reading book
3543,SENTENCE BOOK,FINAL,Sentence book,,Reading book
3544,SENTENCE BOOK,FINAL,Sentence book,,Reading book
3545,HOT,MENU,,Hot,Hot
3546,I FEEL HOT,FINAL,I feel hot,,Hot
3547,FEELING,MENU,,Feeling,Feeling
3548,HAPPY,FINAL,Happy,,Feeling
3549,HAPPY,FINAL,Happy,,Feeling
3550,HAPPY,FINAL,Happy,,Feeling
3551,EXCITED,FINAL,Excited,,Feeling
3552,HAPPY,FINAL,Happy,,Feeling
3553,FEELING,MENU,,Feeling,Feeling
3554,HAPPY,FINAL,Happy,,Feeling
3555,EXCITED,FINAL,Excited,,Feeling
3556,EXCITED,FINAL,Excited,,Feeling
3557,FEELING,MENU,,Feeling,Feeling
3558,HAPPY,FINAL,Happy,,Feeling
3559,HAPPY,FINAL,Happy,,Feeling
3560,HAPPY,FINAL,Happy,,Feeling
3561,EXPERIENCE,MENU,,Experience,Experience
3562,TOUCH,FINAL,Touch,,Experience
3563,TOUCH,FINAL,Touch,,Experience
3564,TOUCH,FINAL,Touch,,Experience
3565,TOUCH,FINAL,Touch,,Experience
3566,TOUCH,FINAL,Touch,,Experience
3567,TOUCH,FINAL,Touch,,Experience
3568,TOUCH,FINAL,Touch,,Experience
3569,TOUCH,FINAL,Touch,,Experience
3570,TOUCH,FINAL,Touch,,Experience
3571,TOUCH,FINAL,Touch,,Experience
3572,TOUCH,FINAL,Touch,,Experience
3573,TOUCH,FINAL,Touch,,Experience
3574,TOUCH,FINAL,Touch,,Experience
3575,TOUCH,FINAL,Touch,,Experience
3576,TOUCH,FINAL,Touch,,Experience
3577,READ,FINAL,Read,,Experience
3578,EXPERIENCE,MENU,,Experience,Experience
3579,TOUCH,FINAL,Touch,,Experience
3580,TOUCH,FINAL,Touch,,Experience
3581,READ,FINAL,Read,,Experience
3582,EXPERIENCE,MENU,,Experience,Experience
3583,TOUCH,FINAL,Touch,,Experience
3584,TOUCH,FINAL,Touch,,Experience
3585,MOM,FINAL,Mom,,Experience
3586,TOUCH,FINAL,Touch,,Experience
3587,TOUCH,FINAL,Touch,,Experience
3588,TOUCH,FINAL,Touch,,Experience
3589,SMELL,FINAL,Smell,,Experience
3590,TOUCH,FINAL,Touch,,Experience
3591,TOUCH,FINAL,Touch,,Experience
3592,TOUCH,FINAL,Touch,,Experience
3593,READ,FINAL,Read,,Experience
3594,READ,FINAL,Read,,Experience
3595,EXPERIENCE,MENU,,Experience,Experience
3596,FEELING,MENU,,Feeling,Feeling
3597,BOOK,MENU,,Book,Book
3598,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3599,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3600,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3601,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3602,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3603,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3604,ANIMALS,MENU,,Animals,Animals
3605,JUNGLE ANIMAL,FINAL,Jungle animal,,Animals
3606,JUNGLE ANIMAL,FINAL,Jungle animal,,Animals
3607,JUNGLE ANIMAL,FINAL,Jungle animal,,Animals
3608,JUNGLE ANIMAL,FINAL,Jungle animal,,Animals
3609,GIRAFFE,FINAL,Giraffe,,Animals
3610,GIRAFFE,FINAL,Giraffe,,Animals
3611,HAPPY,FINAL,Happy,,Animals
3612,HAPPY,FINAL,Happy,,Animals
3613,FEELING,MENU,,Feeling,Feeling
3614,HAPPY,FINAL,Happy,,Feeling
3615,HAPPY,FINAL,Happy,,Feeling
3616,HAPPY,FINAL,Happy,,Feeling
3617,HAPPY,FINAL,Happy,,Feeling
3618,HAPPY,FINAL,Happy,,Feeling
3619,FEELING,MENU,,Feeling,Feeling
3620,AFRAID,FINAL,Afraid,,Feeling
3621,MAD,FINAL,Mad,,Feeling
3622,MAD,FINAL,Mad,,Feeling
3623,MAD,FINAL,Mad,,Feeling
3624,HAPPY,FINAL,Happy,,Feeling
3625,HAPPY,FINAL,Happy,,Feeling
3626,HAPPY,FINAL,Happy,,Feeling
3627,EXPERIENCE,MENU,,Experience,Experience
3628,TOUCH,FINAL,Touch,,Experience
3629,TOUCH,FINAL,Touch,,Experience
3630,TOUCH,FINAL,Touch,,Experience
3631,MOM,FINAL,Mom,,Experience
3632,TOUCH,FINAL,Touch,,Experience
3633,TOUCH,FINAL,Touch,,Experience
3634,MOM,FINAL,Mom,,Experience
3635,MOM,FINAL,Mom,,Experience
3636,MOM,FINAL,Mom,,Experience
3637,MOM,FINAL,Mom,,Experience
3638,READ,FINAL,Read,,Experience
3639,TOUCH,FINAL,Touch,,Experience
3640,EXPERIENCE,MENU,,Experience,Experience
3641,SAY HELLO TO,MENU,,Say hello to,Say hello to
3642,MONKEY,FINAL,Monkey,,Say hello to
3643,MONKEY,FINAL,Monkey,,Say hello to
3644,MONKEY,FINAL,Monkey,,Say hello to
3645,FEELING,MENU,,Feeling,Feeling
3646,HAPPY,FINAL,Happy,,Feeling
3647,HAPPY,FINAL,Happy,,Feeling
3648,HAPPY,FINAL,Happy,,Feeling
3649,EXPERIENCE,MENU,,Experience,Experience
3650,MOM,FINAL,Mom,,Experience
3651,MOM,FINAL,Mom,,Experience
3652,MOM,FINAL,Mom,,Experience
3653,TOUCH,FINAL,Touch,,Experience
3654,TOUCH,FINAL,Touch,,Experience
3655,FEELING,MENU,,Feeling,Feeling
3656,HAPPY,FINAL,Happy,,Feeling
3657,HAPPY,FINAL,Happy,,Feeling
3658,HAPPY,FINAL,Happy,,Feeling
3659,EXPERIENCE,MENU,,Experience,Experience
3660,TOUCH,FINAL,Touch,,Experience
3661,TOUCH,FINAL,Touch,,Experience
3662,TOUCH,FINAL,Touch,,Experience
3663,TOUCH,FINAL,Touch,,Experience
3664,TOUCH,FINAL,Touch,,Experience
3665,MOM,FINAL,Mom,,Experience
3666,TOUCH,FINAL,Touch,,Experience
3667,READ,FINAL,Read,,Experience
3668,TO PLAY,MENU,,To play,To play
3669,SNUGGLE,FINAL,Snuggle,,To play
3670,SNUGGLE,FINAL,Snuggle,,To play
3671,SNUGGLE,FINAL,Snuggle,,To play
3672,BOOK,MENU,,Book,Book
3673,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3674,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3675,TOUCH AND FEEL,FINAL,Touch and feel,,Book
3676,FEELING,MENU,,Feeling,Feeling
3677,HAPPY,FINAL,Happy,,Feeling
3678,HAPPY,FINAL,Happy,,Feeling
3679,EXPERIENCE,MENU,,Experience,Experience
3680,MOM,FINAL,Mom,,Experience
3681,MOM,FINAL,Mom,,Experience
3682,MOM,FINAL,Mom,,Experience
3683,MOM,FINAL,Mom,,Experience
3684,MOM,FINAL,Mom,,Experience
3685,SEE,FINAL,See,,Experience
3686,SEE,FINAL,See,,Experience
3687,READ,FINAL,Read,,Experience
3688,READ,FINAL,Read,,Experience
3689,READ,FINAL,Read,,Experience
3690,TOUCH,FINAL,Touch,,Experience
3691,MOM,FINAL,Mom,,Experience
3692,TASTE,FINAL,Taste,,Experience
3693,TOUCH,FINAL,Touch,,Experience
3694,MOM,FINAL,Mom,,Experience
3695,MOM,FINAL,Mom,,Experience
3696,MOM,FINAL,Mom,,Experience
3697,TOUCH,FINAL,Touch,,Experience
3698,TOUCH,FINAL,Touch,,Experience
3699,TOUCH,FINAL,Touch,,Experience
3700,HAPPY,FINAL,Happy,,Experience
3701,EXPERIENCE,MENU,,Experience,Experience
3702,MOM,FINAL,Mom,,Experience
3703,MOM,FINAL,Mom,,Experience
3704,READ,FINAL,Read,,Experience
3705,MOM,FINAL,Mom,,Experience
3706,MOM,FINAL,Mom,,Experience
3707,MOM,FINAL,Mom,,Experience
3708,READ,FINAL,Read,,Experience
3709,ISABELLE,FINAL,Isabelle,,Experience
3710,ISABELLE,FINAL,Isabelle,,Experience
3711,PLACES,MENU,,Places,Places
3712,CAGE TABLET,FINAL,Cage tablet,,Places
3713,TALK ABOUT,MENU,,Talk about,Talk about
3714,TEMP AND WEATHER,FINAL,Temp and weather,,Talk about
3715,RAIN,FINAL,Rain,,Talk about
3716,CLOUD,FINAL,Cloud,,Talk about
3717,RAIN,FINAL,Rain,,Talk about
3718,RAIN,FINAL,Rain,,Talk about
