Line Number,Location path code,selection,source,word,menu,menu_ff,full_pattern,menu_pattern,button,menu_title,is_menu,menu_multiplicity,multiplicity,is_match,match_type
104,,I FELT OUCH,FINAL,I felt ouch,,BODY,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
105,,OUTSIDE OUCH,FINAL,Outside ouch,,BODY,JDRC,JDR,C,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
106,,I FELT OUCH,FINAL,I felt ouch,,BODY,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
107,,I FEEL OUCH,FINAL,I feel ouch,,BODY,JDRJ,JDR,J,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
108,,MOM,FINAL,Mom,,BODY,,,,,,,,false,
109,,I FELT OUCH,FINAL,I felt ouch,,BODY,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
110,,MOM,FINAL,Mom,,BODY,,,,,,,,false,
111,,I FELT OUCH,FINAL,I felt ouch,,BODY,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
112,,I FELT OUCH,FINAL,I felt ouch,,BODY,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
113,,BONE OUCH,FINAL,Bone ouch,,BODY,JDRD,JDR,D,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
114,,I FELT OUCH,FINAL,I felt ouch,,BODY,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
115,,I FELT OUCH,FINAL,I felt ouch,,BODY,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
116,,SICK OUCH,FINAL,Sick ouch,,BODY,JDRE,JDR,E,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
117,,I FELT OUCH,FINAL,I felt ouch,,BODY,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
118,,I FELT OUCH,FINAL,I felt ouch,,BODY,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
119,,I FELT OUCH,FINAL,I felt ouch,,BODY,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
120,,CANCER,FINAL,Cancer,,BODY,JDRG,JDR,G,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
121,,MOM,FINAL,Mom,,BODY,,,,,,,,false,
122,,I FEEL OUCH,FINAL,I feel ouch,,BODY,JDRJ,JDR,J,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
123,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
124,,BACK,FINAL,Back,BODY,BODY,,,,,,,,false,
125,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
126,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
127,,TYPES OF OUCH,MENU,,TYPES OF OUCH,TYPES OF OUCH,JDR,JD,R,BODY,true,1,1,true,UNIQUE_MATCH
128,,I FELT OUCH,FINAL,I felt ouch,,TYPES OF OUCH,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
129,,I FELT OUCH,FINAL,I felt ouch,,TYPES OF OUCH,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
130,,I FELT OUCH,FINAL,I felt ouch,,TYPES OF OUCH,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
131,,I FEEL OUCH,FINAL,I feel ouch,,TYPES OF OUCH,JDRJ,JDR,J,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
132,,CANCER,FINAL,Cancer,,TYPES OF OUCH,JDRG,JDR,G,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
133,,I FELT OUCH,FINAL,I felt ouch,,TYPES OF OUCH,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
134,,SICK OUCH,FINAL,Sick ouch,,TYPES OF OUCH,JDRE,JDR,E,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
135,,I FELT OUCH,FINAL,I felt ouch,,TYPES OF OUCH,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
136,,I FELT OUCH,FINAL,I felt ouch,,TYPES OF OUCH,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
137,,BONE OUCH,FINAL,Bone ouch,,TYPES OF OUCH,JDRD,JDR,D,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
138,,CANCER,FINAL,Cancer,,TYPES OF OUCH,JDRG,JDR,G,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
139,,MOM,FINAL,Mom,,TYPES OF OUCH,,,,,,,,false,
140,,CANCER,FINAL,Cancer,,TYPES OF OUCH,JDRG,JDR,G,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
141,,MOM,FINAL,Mom,,TYPES OF OUCH,,,,,,,,false,
142,,I WILL FEEL OUCH,FINAL,I will feel ouch,,TYPES OF OUCH,JDRI,JDR,I,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
143,,OUTSIDE OUCH,FINAL,Outside ouch,,TYPES OF OUCH,JDRC,JDR,C,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
144,,I FELT OUCH,FINAL,I felt ouch,,TYPES OF OUCH,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
145,,CANCER,FINAL,Cancer,,TYPES OF OUCH,JDRG,JDR,G,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
146,,OUTSIDE OUCH,FINAL,Outside ouch,,TYPES OF OUCH,JDRC,JDR,C,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
147,,SICK OUCH,FINAL,Sick ouch,,TYPES OF OUCH,JDRE,JDR,E,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
148,,DESCRIPTIONS AND PREFERENCES,MENU,,DESCRIPTIONS AND PREFERENCES,DESCRIPTIONS AND PREFERENCES,I,"",I,MAIN MENU,true,1,1,true,UNIQUE_MATCH
149,,OPPOSITES,MENU,,OPPOSITES,OPPOSITES,IB,I,B,DESCRIPTIONS AND PREFERENCES,true,1,1,true,UNIQUE_MATCH
150,,HIGH UP,FINAL,High up,,OPPOSITES,,,,,,,,false,
151,,HIGH UP,FINAL,High up,,OPPOSITES,,,,,,,,false,
152,,FIX,FINAL,Fix,,OPPOSITES,,,,,,,,false,
153,,FIX,FINAL,Fix,,OPPOSITES,,,,,,,,false,
154,,LIGHT,FINAL,Light,,OPPOSITES,,,,,,,,false,
155,,FIX,FINAL,Fix,,OPPOSITES,,,,,,,,false,
156,,DOWN LOW,FINAL,Down low,,OPPOSITES,,,,,,,,false,
157,,DOWN LOW,FINAL,Down low,,OPPOSITES,,,,,,,,false,
158,,DOWN LOW,FINAL,Down low,,OPPOSITES,,,,,,,,false,
159,,LIGHT,FINAL,Light,,OPPOSITES,,,,,,,,false,
160,,HIGH UP,FINAL,High up,,OPPOSITES,,,,,,,,false,
161,,FIX,FINAL,Fix,,OPPOSITES,,,,,,,,false,
162,,DOWN LOW,FINAL,Down low,,OPPOSITES,,,,,,,,false,
163,,DOWN LOW,FINAL,Down low,,OPPOSITES,,,,,,,,false,
165,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
166,,BODY,MENU,,BODY,BODY,JD,J,D,ABOUT ME,true,1,1,true,UNIQUE_MATCH
167,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
168,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
169,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
170,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
171,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
172,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
173,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
174,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
175,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
176,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
177,,BODY,MENU,,BODY,BODY,JD,J,D,ABOUT ME,true,1,1,true,UNIQUE_MATCH
178,,TUMMY,FINAL,Tummy,,BODY,JDC,JD,C,BODY,false,,1,true,UNIQUE_MATCH
179,,MEDICINE,FINAL,Medicine,,BODY,GDF,GD,F,TREATS,false,,1,true,UNIQUE_MATCH
180,,SICK OUCH ANTIBIOTICS,FINAL,Sick ouch antibiotics,,BODY,,,,,,,,false,
181,,OUTSIDE OUCH MEDICINE,FINAL,Outside ouch medicine,,BODY,,,,,,,,false,
183,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
184,,BODY,MENU,,BODY,BODY,JD,J,D,ABOUT ME,true,1,1,true,UNIQUE_MATCH
185,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
186,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
187,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE,C,"",C,MAIN MENU,true,1,1,true,UNIQUE_MATCH
188,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,false,
189,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,false,
190,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,false,
191,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,true,UNIQUE_MATCH
192,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,false,
193,,ISABELLE,FINAL,Isabelle,,EXPERIENCE,,,,,,,,false,
194,,SEE,FINAL,See,,EXPERIENCE,CE,C,E,EXPERIENCE,false,,1,true,UNIQUE_MATCH
195,,TILLIE,FINAL,Tillie,,EXPERIENCE,,,,,,,,false,
196,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,false,
197,,TASTE,FINAL,Taste,,EXPERIENCE,CK,C,K,EXPERIENCE,false,,1,true,UNIQUE_MATCH
198,,READ,FINAL,Read ,,EXPERIENCE,CJ,C,J,EXPERIENCE,false,,1,true,UNIQUE_MATCH
199,,READING BOOK,FINAL,Reading book,,EXPERIENCE,,,,,,,,false,
200,,HOLIDAYS,FINAL,Holidays,,EXPERIENCE,,,,,,,,false,
201,,HALLOWEEN,FINAL,Halloween,,EXPERIENCE,,,,,,,,false,
202,,CHRISTMAS,FINAL,Christmas,,EXPERIENCE,,,,,,,,false,
203,,HALLOWEEN,FINAL,Halloween,,EXPERIENCE,,,,,,,,false,
204,,ENTERTAINMENT,MENU,,ENTERTAINMENT,ENTERTAINMENT,F,"",F,MAIN MENU,true,1,1,true,UNIQUE_MATCH
205,,ALEXA,MENU,,ALEXA,ALEXA,FD,F,D,ENTERTAINMENT,true,1,1,true,UNIQUE_MATCH
206,,ALEXA PLAY BEETHOVEN ON SPOTIFY,FINAL,Alexa play Beethoven on Spotify,,ALEXA,FDF,FD,F,ALEXA,false,,1,true,UNIQUE_MATCH
207,,ALEXA PLAY VIVALDI,FINAL,Alexa play Vivaldi,,ALEXA,FDE,FD,E,ALEXA,false,,1,true,UNIQUE_MATCH
208,,ALEXA PLAY HANDEL,FINAL,Alexa play Handel,,ALEXA,FDQ,FD,Q,ALEXA,false,,1,true,UNIQUE_MATCH
209,,ALEXA PLAY PEPPA PIG CARTOONS,FINAL,Alexa play Peppa Pig Cartoons,,ALEXA,FDL,FD,L,ALEXA,false,,1,true,UNIQUE_MATCH
210,,ALEXA PLAY BEETHOVEN ON SPOTIFY,FINAL,Alexa play Beethoven on Spotify,,ALEXA,FDF,FD,F,ALEXA,false,,1,true,UNIQUE_MATCH
211,,TO PLAY,MENU,,TO PLAY,TO PLAY,D,"",D,MAIN MENU,true,1,1,true,UNIQUE_MATCH
212,,SNUGGLE,FINAL,Snuggle,,TO PLAY,,,,,,,,false,
213,,SNUGGLE,FINAL,Snuggle,,TO PLAY,,,,,,,,false,
214,,BOOK,FINAL,Book,,TO PLAY,,,,,,,,false,
215,,TOUCH AND FEEL,FINAL,Touch and Feel,,TO PLAY,DEB,DE,B,BOOK,false,,1,true,UNIQUE_MATCH
216,,TOUCH AND FEEL,FINAL,Touch and Feel,,TO PLAY,DEB,DE,B,BOOK,false,,1,true,UNIQUE_MATCH
220,,DESCRIPTIONS AND PREFERENCES,MENU,,DESCRIPTIONS AND PREFERENCES,DESCRIPTIONS AND PREFERENCES,I,"",I,MAIN MENU,true,1,1,true,UNIQUE_MATCH
221,,MOVEMENT,FINAL,movement,,DESCRIPTIONS AND PREFERENCES,,,,,,,,false,
222,,RUN,FINAL,run,,DESCRIPTIONS AND PREFERENCES,ICB,IC,B,MOVEMENT,false,,1,true,UNIQUE_MATCH
223,,MOM,FINAL,mom,,DESCRIPTIONS AND PREFERENCES,,,,,,,,false,
224,,MOM,FINAL,mom,,DESCRIPTIONS AND PREFERENCES,,,,,,,,false,
225,,MOM,FINAL,mom,,DESCRIPTIONS AND PREFERENCES,,,,,,,,false,
226,,SIT,FINAL,sit,,DESCRIPTIONS AND PREFERENCES,ICG,IC,G,MOVEMENT,false,,1,true,UNIQUE_MATCH
227,,MOM,FINAL,mom,,DESCRIPTIONS AND PREFERENCES,,,,,,,,false,
228,,WALK,FINAL,walk,,DESCRIPTIONS AND PREFERENCES,ICH,IC,H,MOVEMENT,false,,1,true,UNIQUE_MATCH
229,,SLOW,FINAL,slow,,DESCRIPTIONS AND PREFERENCES,,,,,,,,false,
230,,JUMP,FINAL,jump,,DESCRIPTIONS AND PREFERENCES,ICD,IC,D,MOVEMENT,false,,1,true,UNIQUE_MATCH
231,,JUMP,FINAL,jump,,DESCRIPTIONS AND PREFERENCES,ICD,IC,D,MOVEMENT,false,,1,true,UNIQUE_MATCH
232,,FAST,FINAL,fast,,DESCRIPTIONS AND PREFERENCES,,,,,,,,false,
233,,ELLIE,FINAL,Ellie,,DESCRIPTIONS AND PREFERENCES,,,,,,,,false,
234,,ELLIE,FINAL,Ellie,,DESCRIPTIONS AND PREFERENCES,,,,,,,,false,
235,,ELLIE,FINAL,Ellie,,DESCRIPTIONS AND PREFERENCES,,,,,,,,false,
236,,SWIM,FINAL,Swim,,DESCRIPTIONS AND PREFERENCES,ICE,IC,E,MOVEMENT,false,,1,true,UNIQUE_MATCH
238,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
239,,FEELINGS AND PREFERENCES,FINAL,feelings and preferences,,ABOUT ME,,,,,,,,false,
240,,I WANT TO FEEL MAD,FINAL,I want to feel mad,,ABOUT ME,JEDC,JED,C,MAD,false,,1,true,UNIQUE_MATCH
241,,I WANT TO FEEL MAD,FINAL,I want to feel mad,,ABOUT ME,JEDC,JED,C,MAD,false,,1,true,UNIQUE_MATCH
242,,I WANT TO FEEL MAD,FINAL,I want to feel mad,,ABOUT ME,JEDC,JED,C,MAD,false,,1,true,UNIQUE_MATCH
243,,MEMORY & TIME,MENU,,MEMORY & TIME,MEMORY & TIME,,,,,,,,false,
244,,REMEMBER,MENU,,REMEMBER,REMEMBER,HC,H,C,MEMORY AND TIME,true,1,1,true,UNIQUE_MATCH
245,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,A,"",A,MAIN MENU,true,1,1,true,UNIQUE_MATCH
246,,FEELINGS,MENU,,FEELINGS,FEELINGS,,,,,,,,false,
247,,TALK ABOUT FEELINGS,FINAL,Talk About Feelings,,FEELINGS,HCI,HC,I,REMEMBER,false,,1,true,UNIQUE_MATCH
248,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
249,,FEELINGS,MENU,,FEELINGS,FEELINGS,,,,,,,,false,
250,,EXCITED,MENU,,EXCITED,EXCITED,JEC,JE,C,FEELING,true,1,1,true,UNIQUE_MATCH
251,,I FEEL EXCITED,FINAL,I feel excited,,EXCITED,JECB,JEC,B,EXCITED,false,,1,true,UNIQUE_MATCH
252,,PLACES,MENU,,PLACES,PLACES,B,"",B,MAIN MENU,true,1,1,true,UNIQUE_MATCH
