Line Number,Location path code,selection,source,word,menu,menu_ff,full_pattern,menu_pattern,button,menu_title,is_menu,menu_multiplicity,multiplicity,is_match,match_type
1751,,TOMORROW,FINAL,Tomorrow,,TIME,HBE,HB,E,TIME,false,,1,true,UNIQUE_MATCH
1752,,TODAY,FINAL,Today,,TIME,,,,,,,,false,
1753,,YESTERDAY,FINAL,Yesterday,,TIME,HBC,HB,C,TIME,false,,1,true,UNIQUE_MATCH
1754,,TOMORROW,FINAL,Tomorrow,,TIME,HBE,HB,E,TIME,false,,1,true,UNIQUE_MATCH
1755,,LIKE,FINAL,Like,,TIME,,,,,,,,false,
1756,,TOMORROW,FINAL,Tomorrow,,TIME,HBE,HB,E,TIME,false,,1,true,UNIQUE_MATCH
1757,,TODAY,FINAL,Today,,TIME,,,,,,,,false,
1758,,TOMORROW,FINAL,Tomorrow,,TIME,HBE,HB,E,TIME,false,,1,true,UNIQUE_MATCH
1759,,TOMORROW,FINAL,Tomorrow,,TIME,HBE,HB,E,TIME,false,,1,true,UNIQUE_MATCH
1760,,TOMORROW,FINAL,Tomorrow,,TIME,HBE,HB,E,TIME,false,,1,true,UNIQUE_MATCH
1761,,TOMORROW,FINAL,Tomorrow,,TIME,HBE,HB,E,TIME,false,,1,true,UNIQUE_MATCH
1762,,TOMORROW,FINAL,Tomorrow,,TIME,HBE,HB,E,TIME,false,,1,true,UNIQUE_MATCH
1763,,LOOK AT PICTURES,FINAL,Look at pictures,,TIME,,,,,,,,false,
1764,,TOMORROW,FINAL,Tomorrow,,TIME,HBE,HB,E,TIME,false,,1,true,UNIQUE_MATCH
1765,,YESTERDAY,FINAL,Yesterday,,TIME,HBC,HB,C,TIME,false,,1,true,UNIQUE_MATCH
1766,,YESTERDAY,FINAL,Yesterday,,TIME,HBC,HB,C,TIME,false,,1,true,UNIQUE_MATCH
1767,,BODY,FINAL,Body,,TIME,,,,,,,,false,
1768,,BODY,FINAL,Body,,TIME,,,,,,,,false,
1769,,BODY,FINAL,Body,,TIME,,,,,,,,false,
1770,,NO-LIKE,FINAL,No-like,,TIME,,,,,,,,false,
1771,,YESTERDAY,FINAL,Yesterday,,TIME,HBC,HB,C,TIME,false,,1,true,UNIQUE_MATCH
1772,,TODAY,FINAL,Today,,TIME,,,,,,,,false,
1773,,LIKE,FINAL,Like,,TIME,,,,,,,,false,
1774,,YESTERDAY,FINAL,Yesterday,,TIME,HBC,HB,C,TIME,false,,1,true,UNIQUE_MATCH
1775,,TODAY,FINAL,Today,,TIME,,,,,,,,false,
1776,,TOMORROW,FINAL,Tomorrow,,TIME,HBE,HB,E,TIME,false,,1,true,UNIQUE_MATCH
1777,,TODAY,FINAL,Today,,TIME,,,,,,,,false,
1778,,TODAY,FINAL,Today,,TIME,,,,,,,,false,
1779,,TODAY,FINAL,Today,,TIME,,,,,,,,false,
1780,,YESTERDAY,FINAL,Yesterday,,TIME,HBC,HB,C,TIME,false,,1,true,UNIQUE_MATCH
1781,,NO-LIKE,FINAL,No-like,,TIME,,,,,,,,false,
1782,,LOOK AT PICTURES,FINAL,Look at pictures,,TIME,,,,,,,,false,
1783,,NO,FINAL,No,,TIME,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1784,,NO,FINAL,No,,TIME,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1785,,YES,FINAL,Yes ,,TIME,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1786,,YES,FINAL,Yes,,TIME,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1787,,YES,FINAL,Yes,,TIME,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1788,,NO,FINAL,No,,TIME,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1789,,NO,FINAL,No,,TIME,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1790,,YES,FINAL,Yes,,TIME,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1791,,NO,FINAL,No,,TIME,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1792,,BODY,MENU,,BODY,BODY,JD,J,D,ABOUT ME,true,1,1,true,UNIQUE_MATCH
1793,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1794,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1795,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1796,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1797,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1798,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1799,,LIKE,FINAL,Like,,BODY,,,,,,,,false,
1800,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1801,,SOMETHING ELSE,FINAL,Something else,,BODY,AGE,AG,E,YES AND NO,false,,1,true,UNIQUE_MATCH
1802,,SOMETHING ELSE,FINAL,Something else,,BODY,AGE,AG,E,YES AND NO,false,,1,true,UNIQUE_MATCH
1803,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1804,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1805,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1806,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1807,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1808,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1809,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1810,,I'M NOT SURE,FINAL,I'm not sure,,BODY,AGD,AG,D,YES AND NO,false,,1,true,UNIQUE_MATCH
1811,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1812,,SOMETHING ELSE,FINAL,Something else,,BODY,AGE,AG,E,YES AND NO,false,,1,true,UNIQUE_MATCH
1813,,I'M NOT SURE,FINAL,I'm not sure,,BODY,AGD,AG,D,YES AND NO,false,,1,true,UNIQUE_MATCH
1814,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1815,,NO LIKE,FINAL,No like,,BODY,,,,,,,,false,
1816,,NO LIKE,FINAL,No like,,BODY,,,,,,,,false,
1817,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1818,,SOMETHING ELSE,FINAL,something else,,BODY,AGE,AG,E,YES AND NO,false,,1,true,UNIQUE_MATCH
1819,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1820,,FEELINGS,MENU,,FEELINGS,FEELINGS,,,,,,,,false,
1821,,HAPPY,FINAL,Happy,,FEELINGS,,,,,,,,false,
1822,,I FEEL HAPPY,FINAL,I feel happy,,FEELINGS,JEBC,JEB,C,HAPPY,false,,1,true,UNIQUE_MATCH
1823,,YES,FINAL,Yes,,FEELINGS,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1824,,YES,FINAL,Yes,,FEELINGS,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1825,,NO,FINAL,No,,FEELINGS,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1826,,YES,FINAL,Yes,,FEELINGS,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1827,,NO,FINAL,No,,FEELINGS,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1828,,YES,FINAL,Yes,,FEELINGS,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1829,,NO,FINAL,no,,FEELINGS,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1830,,NO,FINAL,no,,FEELINGS,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1831,,NO,FINAL,no,,FEELINGS,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1832,,NO,FINAL,no,,FEELINGS,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1833,,NO,FINAL,no,,FEELINGS,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1834,,NO,FINAL,no ,,FEELINGS,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1835,,NO,FINAL,no,,FEELINGS,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1836,,SOMETHING ELSE,FINAL,something else,,FEELINGS,AGE,AG,E,YES AND NO,false,,1,true,UNIQUE_MATCH
1837,,NO,FINAL,no,,FEELINGS,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1838,,SOMETHING ELSE,FINAL,something else,,FEELINGS,AGE,AG,E,YES AND NO,false,,1,true,UNIQUE_MATCH
1839,,YES,FINAL,yes,,FEELINGS,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1840,,YES,FINAL,yes,,FEELINGS,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1841,,NO,FINAL,no,,FEELINGS,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1842,,YES,FINAL,yes,,FEELINGS,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1843,,I'M NOT SURE,FINAL,I'm not sure,,FEELINGS,AGD,AG,D,YES AND NO,false,,1,true,UNIQUE_MATCH
1844,,NO,FINAL,No,,FEELINGS,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1845,,YES,FINAL,yes,,FEELINGS,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1846,,NO,FINAL,No,,FEELINGS,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1847,,YES,FINAL,yes,,FEELINGS,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1849,,MEMORY AND TIME,MENU,,MEMORY AND TIME,MEMORY AND TIME,H,"",H,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1850,,TIME,MENU,,TIME,TIME,HB,H,B,MEMORY AND TIME,true,1,1,true,UNIQUE_MATCH
1851,,PAST,FINAL,Past,,TIME,,,,,,,,false,
1852,,PAST,FINAL,Past,,TIME,,,,,,,,false,
1853,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1854,,BODY,MENU,,BODY,BODY,JD,J,D,ABOUT ME,true,1,1,true,UNIQUE_MATCH
1855,,TUMMY,FINAL,Tummy,,BODY,JDC,JD,C,BODY,false,,1,true,UNIQUE_MATCH
1856,,HEAD,FINAL,Head,,BODY,JDB,JD,B,BODY,false,,1,true,UNIQUE_MATCH
1857,,BACK,FINAL,Back,,BODY,,,,,,,,false,
1858,,BACK,FINAL,Back,,BODY,,,,,,,,false,
1859,,BACK,FINAL,Back,,BODY,,,,,,,,false,
1860,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1861,,TODAY,FINAL,Today,,BODY,,,,,,,,false,
1862,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1863,,TODAY,FINAL,Today,,BODY,,,,,,,,false,
1864,,TODAY,FINAL,Today,,BODY,,,,,,,,false,
1865,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1866,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
1867,,TODAY,FINAL,Today,,BODY,,,,,,,,false,
1868,,TODAY,FINAL,today,,BODY,,,,,,,,false,
1869,,MEMORY AND TIME,MENU,,MEMORY AND TIME,MEMORY AND TIME,H,"",H,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1870,,TIME,MENU,,TIME,TIME,HB,H,B,MEMORY AND TIME,true,1,1,true,UNIQUE_MATCH
1871,,HAPPY,FINAL,Happy,,TIME,,,,,,,,false,
1872,,SAD,FINAL,Sad,,TIME,,,,,,,,false,
1873,,HAPPY,FINAL,Happy,,TIME,,,,,,,,false,
1874,,SAD,FINAL,Sad,,TIME,,,,,,,,false,
1875,,HAPPY,FINAL,Happy,,TIME,,,,,,,,false,
1877,,SAD,FINAL,Sad,,TIME,,,,,,,,false,
1878,,SAD,FINAL,Sad,,TIME,,,,,,,,false,
1879,,FUTURE,FINAL,Future,,TIME,,,,,,,,false,
1880,,FUTURE,FINAL,Future,,TIME,,,,,,,,false,
1881,,HAPPY,FINAL,Happy,,TIME,,,,,,,,false,
1882,,HAPPY,FINAL,Happy,,TIME,,,,,,,,false,
1883,,AFRAID,FINAL,Afraid,,TIME,,,,,,,,false,
1884,,YESTERDAY,FINAL,Yesterday,,TIME,HBC,HB,C,TIME,false,,1,true,UNIQUE_MATCH
1885,,HAPPY,FINAL,Happy,,TIME,,,,,,,,false,
1886,,LOOK AT PICTURES,FINAL,Look at pictures,,TIME,,,,,,,,false,
1887,,HAPPY,FINAL,Happy,,TIME,,,,,,,,false,
1888,,LIKE,FINAL,Like,,TIME,,,,,,,,false,
1889,,FUTURE,FINAL,Future,,TIME,,,,,,,,false,
1890,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1892,,PLACES,MENU,,PLACES,PLACES,B,"",B,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1893,,ISABELLE'S HOUSE,FINAL,Isabelle's house,,PLACES,BD,B,D,PLACES,false,,1,true,UNIQUE_MATCH
1894,,OUTSIDE WALK,FINAL,Outside walk,,PLACES,,,,,,,,false,
1895,,BACK,FINAL,Back,,PLACES,,,,,,,,false,
1896,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1897,,TEMPERATURE,MENU,,TEMPERATURE,TEMPERATURE,JC,J,C,ABOUT ME,true,1,1,true,UNIQUE_MATCH
1898,,HOT,MENU,,HOT,HOT,,,,,,,,false,
1899,,HOT,MENU,,HOT,HOT,,,,,,,,false,
1900,,I FEEL HOT,FINAL,I feel hot,,HOT,JCBC,JCB,C,HOT,false,,1,true,UNIQUE_MATCH
1901,,TALK ABOUT,FINAL,Talk about,,HOT,,,,,,,,false,
1902,,I WANT TO FEEL HOT,FINAL,I want to feel hot,,HOT,JCBD,JCB,D,HOT,false,,1,true,UNIQUE_MATCH
1903,,RAIN,FINAL,Rain,,HOT,,,,,,,,false,
1904,,WIND,FINAL,Wind,,HOT,,,,,,,,false,
1905,,WARM,FINAL,Warm,,HOT,,,,,,,,false,
1906,,LIKE,FINAL,Like,,HOT,,,,,,,,false,
1907,,WARM OUTSIDE,FINAL,Warm outside,,HOT,,,,,,,,false,
1908,,TALK ABOUT,FINAL,Talk about,,HOT,,,,,,,,false,
1909,,WARM INSIDE,FINAL,Warm inside,,HOT,,,,,,,,false,
1910,,LIKE,FINAL,Like,,HOT,,,,,,,,false,
1911,,I WANT TO FEEL WARM,FINAL,I want to feel warm,,HOT,JCDC,JCD,C,WARM,false,,1,true,UNIQUE_MATCH
1912,,WARM,FINAL,Warm,,HOT,,,,,,,,false,
1913,,LIKE,FINAL,Like,,HOT,,,,,,,,false,
1914,,WARM OUTSIDE,FINAL,Warm outside,,HOT,,,,,,,,false,
1915,,WARM INSIDE,FINAL,Warm inside,,HOT,,,,,,,,false,
1916,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1917,,BODY,MENU,,BODY,BODY,JD,J,D,ABOUT ME,true,1,1,true,UNIQUE_MATCH
1918,,BACK,FINAL,Back,,BODY,,,,,,,,false,
1919,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1920,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1921,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
1922,,TYPES OF OUCH,MENU,,TYPES OF OUCH,TYPES OF OUCH,JDR,JD,R,BODY,true,1,1,true,UNIQUE_MATCH
1923,,I WILL FEEL OUCH,FINAL,I will feel ouch,,TYPES OF OUCH,JDRI,JDR,I,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1924,,MOM,FINAL,Mom,,TYPES OF OUCH,,,,,,,,false,
1925,,I FELT OUCH,FINAL,I felt ouch,,TYPES OF OUCH,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1926,,I FELT OUCH,FINAL,I felt ouch,,TYPES OF OUCH,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1927,,CANCER,FINAL,Cancer,,TYPES OF OUCH,JDRG,JDR,G,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1928,,I WILL FEEL OUCH,FINAL,I will feel ouch,,TYPES OF OUCH,JDRI,JDR,I,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1929,,I FELT OUCH,FINAL,I felt ouch,,TYPES OF OUCH,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1930,,SICK OUCH,FINAL,Sick ouch,,TYPES OF OUCH,JDRE,JDR,E,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1931,,CANCER,FINAL,Cancer,,TYPES OF OUCH,JDRG,JDR,G,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1932,,I FEEL OUCH,FINAL,I feel ouch,,TYPES OF OUCH,JDRJ,JDR,J,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1933,,I FEEL OUCH,FINAL,I feel ouch,,TYPES OF OUCH,JDRJ,JDR,J,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1934,,MOM,FINAL,Mom,,TYPES OF OUCH,,,,,,,,false,
1935,,MOM,FINAL,Mom,,TYPES OF OUCH,,,,,,,,false,
1936,,TILLIE,FINAL,Tillie,,TYPES OF OUCH,,,,,,,,false,
1937,,TILLIE,FINAL,Tillie,,TYPES OF OUCH,,,,,,,,false,
1938,,I WILL FEEL OUCH,FINAL,I will feel ouch,,TYPES OF OUCH,JDRI,JDR,I,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1939,,ELLIE,FINAL,Ellie,,TYPES OF OUCH,,,,,,,,false,
1940,,MOM,FINAL,Mom,,TYPES OF OUCH,,,,,,,,false,
1941,,MOM,FINAL,Mom,,TYPES OF OUCH,,,,,,,,false,
1942,,I FELT OUCH,FINAL,I felt ouch,,TYPES OF OUCH,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1943,,I FELT OUCH,FINAL,I felt ouch,,TYPES OF OUCH,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1944,,I FELT OUCH,FINAL,I felt ouch,,TYPES OF OUCH,JDRH,JDR,H,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1945,,I WILL FEEL OUCH,FINAL,I will feel ouch,,TYPES OF OUCH,JDRI,JDR,I,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1946,,MOM,FINAL,Mom,,TYPES OF OUCH,,,,,,,,false,
1947,,CANCER,FINAL,Cancer,,TYPES OF OUCH,JDRG,JDR,G,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
1948,,MOM,FINAL,Mom,,TYPES OF OUCH,,,,,,,,false,
1949,,MOM,FINAL,Mom,,TYPES OF OUCH,,,,,,,,false,
1950,,MOM,FINAL,Mom,,TYPES OF OUCH,,,,,,,,false,
1951,,ELLIE,FINAL,Ellie,,TYPES OF OUCH,,,,,,,,false,
1953,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1954,,FEELINGS,MENU,,FEELINGS,FEELINGS,,,,,,,,false,
1955,,MAD,MENU,,MAD,MAD,JED,JE,D,FEELING,true,1,1,true,UNIQUE_MATCH
1956,,I WILL FEEL MAD,FINAL,I will feel mad,,MAD,JEDH,JED,H,MAD,false,,1,true,UNIQUE_MATCH
1957,,I WANT TO FEEL MAD,FINAL,I want to feel mad,,MAD,JEDC,JED,C,MAD,false,,1,true,UNIQUE_MATCH
1958,,I WANT TO FEEL MAD,FINAL,I want to feel mad,,MAD,JEDC,JED,C,MAD,false,,1,true,UNIQUE_MATCH
1959,,I FEEL MAD,FINAL,I feel mad,,MAD,JEDB,JED,B,MAD,false,,1,true,UNIQUE_MATCH
1960,,I FEEL MAD,FINAL,I feel mad,,MAD,JEDB,JED,B,MAD,false,,1,true,UNIQUE_MATCH
1961,,I WANT TO FEEL MAD,FINAL,I want to feel mad,,MAD,JEDC,JED,C,MAD,false,,1,true,UNIQUE_MATCH
1962,,I WANT TO FEEL MAD,FINAL,I want to feel mad,,MAD,JEDC,JED,C,MAD,false,,1,true,UNIQUE_MATCH
1963,,I FEEL MAD,FINAL,I feel mad,,MAD,JEDB,JED,B,MAD,false,,1,true,UNIQUE_MATCH
1964,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1965,,TEMPERATURE,MENU,,TEMPERATURE,TEMPERATURE,JC,J,C,ABOUT ME,true,1,1,true,UNIQUE_MATCH
1966,,WARM,MENU,,WARM,WARM,,,,,,,,false,
1967,,I WANT TO FEEL WARM,FINAL,I want to feel warm,,WARM,JCDC,JCD,C,WARM,false,,1,true,UNIQUE_MATCH
1968,,I WANT TO FEEL WARM,FINAL,I want to feel warm,,WARM,JCDC,JCD,C,WARM,false,,1,true,UNIQUE_MATCH
1969,,HOT,FINAL,Hot,,WARM,,,,,,,,false,
1970,,I FEEL HOT,FINAL,I feel hot,,WARM,JCBC,JCB,C,HOT,false,,1,true,UNIQUE_MATCH
1971,,HOT,FINAL,Hot,,WARM,,,,,,,,false,
1972,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1973,,BODY,MENU,,BODY,BODY,JD,J,D,ABOUT ME,true,1,1,true,UNIQUE_MATCH
1974,,MEDICINE,MENU,,MEDICINE,MEDICINE,JDL,JD,L,BODY,true,1,1,true,UNIQUE_MATCH
1975,,SICK OUCH ANTIBIOTICS,FINAL,Sick ouch antibiotics,,MEDICINE,,,,,,,,false,
1976,,I FEEL GOOD,FINAL,I feel good,,MEDICINE,,,,,,,,false,
1977,,I FEEL GOOD,FINAL,I feel good,,MEDICINE,,,,,,,,false,
1979,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1980,,FEELINGS,MENU,,FEELINGS,FEELINGS,,,,,,,,false,
1981,,MAD,MENU,,MAD,MAD,JED,JE,D,FEELING,true,1,1,true,UNIQUE_MATCH
1982,,I WANT TO FEEL MAD,FINAL,I want to feel mad,,MAD,JEDC,JED,C,MAD,false,,1,true,UNIQUE_MATCH
1983,,I WANT TO FEEL MAD,FINAL,I want to feel mad,,MAD,JEDC,JED,C,MAD,false,,1,true,UNIQUE_MATCH
1984,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1985,,FEELINGS,MENU,,FEELINGS,FEELINGS,,,,,,,,false,
1986,,EXCITED,MENU,,EXCITED,EXCITED,JEC,JE,C,FEELING,true,1,1,true,UNIQUE_MATCH
1987,,I FEEL EXCITED,FINAL,I feel excited,,EXCITED,JECB,JEC,B,EXCITED,false,,1,true,UNIQUE_MATCH
1988,,I FEEL EXCITED,FINAL,I feel excited,,EXCITED,JECB,JEC,B,EXCITED,false,,1,true,UNIQUE_MATCH
1989,,I WANT TO FEEL EXCITED,FINAL,I want to feel excited,,EXCITED,JECD,JEC,D,EXCITED,false,,1,true,UNIQUE_MATCH
1990,,I FEEL EXCITED,FINAL,I feel excited,,EXCITED,JECB,JEC,B,EXCITED,false,,1,true,UNIQUE_MATCH
1991,,I FELT EXCITED,FINAL,I felt excited,,EXCITED,JECG,JEC,G,EXCITED,false,,1,true,UNIQUE_MATCH
1992,,I FEEL EXCITED,FINAL,I feel excited,,EXCITED,JECB,JEC,B,EXCITED,false,,1,true,UNIQUE_MATCH
1993,,I WILL FEEL EXCITED,FINAL,I will feel excited,,EXCITED,JECH,JEC,H,EXCITED,false,,1,true,UNIQUE_MATCH
1995,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1996,,BODY,MENU,,BODY,BODY,JD,J,D,ABOUT ME,true,1,1,true,UNIQUE_MATCH
1997,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1998,,TODAY,FINAL,Today,,BODY,,,,,,,,false,
1999,,TODAY,FINAL,Today,,BODY,,,,,,,,false,
2000,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
2001,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
2002,,PAST,FINAL,Past,,BODY,,,,,,,,false,
2003,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
2004,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
2005,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
2006,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
2007,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
2008,,TODAY,FINAL,Today,,BODY,,,,,,,,false,
2009,,PAST,FINAL,Past,,BODY,,,,,,,,false,
2010,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
2011,,MEDICINE,MENU,,MEDICINE,MEDICINE,JDL,JD,L,BODY,true,1,1,true,UNIQUE_MATCH
2012,,SICK OUCH ANTIBIOTICS,FINAL,Sick ouch antibiotics,,MEDICINE,,,,,,,,false,
2013,,NO,FINAL,No,,MEDICINE,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
2014,,YES,FINAL,Yes,,MEDICINE,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
2015,,YES,FINAL,Yes,,MEDICINE,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
2016,,YES,FINAL,Yes,,MEDICINE,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
2017,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE,C,"",C,MAIN MENU,true,1,1,true,UNIQUE_MATCH
2018,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,false,
2019,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,true,UNIQUE_MATCH
2020,,ISABELLE,FINAL,Isabelle,,EXPERIENCE,,,,,,,,false,
2021,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,false,
2022,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,false,
2023,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,false,
2024,,ISABELLE,FINAL,Isabelle,,EXPERIENCE,,,,,,,,false,
2025,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,false,
2026,,ISABELLE,FINAL,Isabelle,,EXPERIENCE,,,,,,,,false,
2027,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,false,
