Line Number,Location path code,selection,source,word,menu,menu_ff
3567,,I WANT TO FEEL MAD,FINAL,I want to feel mad,,MAD
3568,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME
3569,,TEMPERATURE,MENU,,TEMPERATURE,TEMPERATURE
3570,,NIGHT STAR,FINAL,Night star,,TEMPERATURE
3571,,WARM,MENU,,WARM,WARM
3572,,LIKE,FINAL,Like,,WARM
3573,,LIKE,FINAL,Like,,WARM
3574,,I WANT TO FEEL WARM,FINAL,I want to feel warm,,WARM
3575,,WARM,MENU,,WARM,WARM
3576,,I WANT TO FEEL WARM,FINAL,I want to feel warm,,WARM
3577,,I WANT TO FEEL WARM,FINAL,I want to feel warm,,WARM
3578,,LIKE,FINAL,Like,,WARM
3579,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME
3580,,FEELINGS,MENU,,FEELINGS,FEELINGS
3581,,EXCITED,MENU,,EXCITED,EXCITED
3582,,I WANT TO FEEL EXCITED,FINAL,I want to feel excited,,EXCITED
3583,,I WANT TO FEEL EXCITED,FINAL,I want to feel excited,,EXCITED
3584,,I WANT TO FEEL EXCITED,FINAL,I want to feel excited,,EXCITED
3585,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
3586,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME
3587,,FEELINGS,MENU,,FEELINGS,FEELINGS
3588,,HAPPY,MENU,,HAPPY,HAPPY
3589,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY
3590,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY
3591,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY
3592,,I WANT TO FEEL HAPPY,FINAL,I want to feel happy,,HAPPY
3593,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY
3594,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY
3595,,I WANT TO FEEL HAPPY,FINAL,I want to feel happy,,HAPPY
3596,,I WANT TO FEEL HAPPY,FINAL,I want to feel happy,,HAPPY
3597,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY
3598,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY
3599,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY
3600,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY
3601,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY
3602,,I WANT TO FEEL HAPPY,FINAL,I want to feel happy,,HAPPY
3603,,I WANT TO FEEL HAPPY,FINAL,I want to feel happy,,HAPPY
3604,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY
3605,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME
3606,,FEELINGS,MENU,,FEELINGS,FEELINGS
3607,,HAPPY,MENU,,HAPPY,HAPPY
3608,,I WANT TO FEEL HAPPY,FINAL,I want to feel happy,,HAPPY
3609,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY
3610,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE
3611,,MOM,FINAL,Mom,,EXPERIENCE
3612,,READ,FINAL,Read,,EXPERIENCE
3613,,ISABELLE,FINAL,Isabelle,,EXPERIENCE
3614,,TILLIE,FINAL,Tillie,,EXPERIENCE
3615,,TASTE,FINAL,Taste,,EXPERIENCE
3617,,DESCRIPTIONS AND PREFERENCES,MENU,,DESCRIPTIONS AND PREFERENCES,DESCRIPTIONS AND PREFERENCES
3618,,BACK,FINAL,Back,,DESCRIPTIONS AND PREFERENCES
3619,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME
3620,,TEMPERATURE,MENU,,TEMPERATURE,TEMPERATURE
3621,,WIND AND RAIN,FINAL,Wind and rain,,TEMPERATURE
3622,,WIND,FINAL,Wind,,TEMPERATURE
3623,,WIND,FINAL,Wind,,TEMPERATURE
3624,,WIND,FINAL,Wind,,TEMPERATURE
3625,,DARK,FINAL,Dark,,TEMPERATURE
3626,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME
3627,,BODY,MENU,,BODY,BODY
3628,,OUCH,FINAL,Ouch,,BODY
3629,,OUCH,FINAL,Ouch,,BODY
3630,,MEDICINE,MENU,,MEDICINE,MEDICINE
3634,,DESCRIPTIONS AND PREFERENCES,MENU,,DESCRIPTIONS AND PREFERENCES,DESCRIPTIONS AND PREFERENCES
3635,,MOVEMENT,MENU,,MOVEMENT,MOVEMENT
3636,,MOM,FINAL,Mom,,MOVEMENT
3637,,ELLIE,FINAL,Ellie,,MOVEMENT
3638,,SLOW,FINAL,Slow,,MOVEMENT
3639,,ISABELLE,FINAL,Isabelle,,MOVEMENT
3640,,SLOW,FINAL,Slow,,MOVEMENT
3641,,ELLIE,FINAL,Ellie,,MOVEMENT
3642,,SLOW,FINAL,Slow,,MOVEMENT
3643,,TILLIE,FINAL,Tillie,,MOVEMENT
3644,,SLOW,FINAL,Slow,,MOVEMENT
3645,,TILLIE,FINAL,Tillie,,MOVEMENT
3646,,LIKE,FINAL,Like,,MOVEMENT
3647,,SLOW,FINAL,Slow,,MOVEMENT
3648,,TILLIE,FINAL,Tillie,,MOVEMENT
3649,,ISABELLE,FINAL,Isabelle,,MOVEMENT
3650,,FAST,FINAL,Fast,,MOVEMENT
3651,,TILLIE,FINAL,Tillie,,MOVEMENT
3652,,SLOW,FINAL,Slow,,MOVEMENT
3653,,ELLIE,FINAL,Ellie,,MOVEMENT
3654,,FAST,FINAL,Fast,,MOVEMENT
3655,,TILLIE,FINAL,Tillie,,MOVEMENT
3656,,SLOW,FINAL,Slow,,MOVEMENT
3657,,NO,FINAL,No,,MOVEMENT
3658,,YES,FINAL,Yes,,MOVEMENT
3659,,YES,FINAL,Yes,,MOVEMENT
3660,,NO,FINAL,No,,MOVEMENT
3661,,YES,FINAL,Yes,,MOVEMENT
3662,,NO,FINAL,No,,MOVEMENT
3663,,NO,FINAL,No,,MOVEMENT
3664,,NO,FINAL,No,,MOVEMENT
3665,,YES,FINAL,Yes,,MOVEMENT
3666,,NO,FINAL,No,,MOVEMENT
3667,,NO,FINAL,No,,MOVEMENT
3668,,YES,FINAL,Yes,,MOVEMENT
3669,,YES,FINAL,Yes,,MOVEMENT
3670,,YES,FINAL,Yes,,MOVEMENT
3671,,YES,FINAL,Yes,,MOVEMENT
3672,,NO,FINAL,No,,MOVEMENT
3673,,LIKE,FINAL,Like,,MOVEMENT
3674,,NO,FINAL,No,,MOVEMENT
3675,,YES,FINAL,Yes,,MOVEMENT
3676,,NO,FINAL,No,,MOVEMENT
3677,,NO,FINAL,No,,MOVEMENT
3678,,NO,FINAL,No,,MOVEMENT
3679,,YES,FINAL,Yes,,MOVEMENT
3680,,NO,FINAL,No,,MOVEMENT
3681,,NO LIKE,FINAL,No like,,MOVEMENT
3682,,NO LIKE,FINAL,No like,,MOVEMENT
3689,,DESCRIPTIONS AND PREFERENCES,MENU,,DESCRIPTIONS AND PREFERENCES,DESCRIPTIONS AND PREFERENCES
3690,,MOVEMENT,MENU,,MOVEMENT,MOVEMENT
3691,,SLOW,FINAL,Slow,,MOVEMENT
3692,,SLOW,FINAL,Slow,,MOVEMENT
3693,,SLOW,FINAL,Slow,,MOVEMENT
3694,,LIKE,FINAL,Like,,MOVEMENT
3695,,SLOW,FINAL,Slow,,MOVEMENT
3696,,ISABELLE,FINAL,Isabelle,,MOVEMENT
3697,,ELLIE,FINAL,Ellie,,MOVEMENT
3698,,ISABELLE,FINAL,Isabelle,,MOVEMENT
3699,,LIKE,FINAL,Like,,MOVEMENT
3700,,LIKE,FINAL,Like,,MOVEMENT
3701,,TILLIE,FINAL,Tillie,,MOVEMENT
3702,,ELLIE,FINAL,Ellie,,MOVEMENT
3703,,FAST,FINAL,Fast,,MOVEMENT
3704,,SLOW,FINAL,Slow,,MOVEMENT
3705,,SLOW,FINAL,Slow,,MOVEMENT
3706,,SLOW,FINAL,Slow,,MOVEMENT
3707,,LIKE,FINAL,Like,,MOVEMENT
3708,,ELLIE,FINAL,Ellie,,MOVEMENT
3709,,SLOW,FINAL,Slow,,MOVEMENT
3710,,LIKE,FINAL,Like,,MOVEMENT
3711,,SLOW,FINAL,Slow,,MOVEMENT
3712,,ELLIE,FINAL,Ellie,,MOVEMENT
3713,,LIKE,FINAL,Like,,MOVEMENT
3714,,ELLIE,FINAL,Ellie,,MOVEMENT
3715,,ELLIE,FINAL,Ellie,,MOVEMENT
3716,,ELLIE,FINAL,Ellie,,MOVEMENT
3717,,ISABELLE,FINAL,Isabelle,,MOVEMENT
3718,,FAST,FINAL,Fast,,MOVEMENT
3719,,ELLIE,FINAL,Ellie,,MOVEMENT
3720,,TILLIE,FINAL,Tillie,,MOVEMENT
3721,,MOM,FINAL,Mom,,MOVEMENT
3722,,LIKE,FINAL,Like,,MOVEMENT
3723,,LIKE,FINAL,Like,,MOVEMENT
3724,,ELLIE,FINAL,Ellie,,MOVEMENT
3730,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME
3731,,TEMPERATURE,MENU,,TEMPERATURE,TEMPERATURE
3732,,CLOUD,FINAL,Cloud,,TEMPERATURE
3733,,NO LIKE,FINAL,No like,,TEMPERATURE
3734,,NO LIKE,FINAL,No like,,TEMPERATURE
3735,,NO LIKE,FINAL,No like,,TEMPERATURE
3736,,RAIN,FINAL,Rain,,TEMPERATURE
3737,,SUN,FINAL,Sun,,TEMPERATURE
3738,,CLOUD,FINAL,Cloud,,TEMPERATURE
3739,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
3740,,TELL A STORY,FINAL,Tell a story,,TALK ABOUT
3741,,TYPE,FINAL,Type,,TALK ABOUT
